application	biotools_ID
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigsummary	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigtobedgraph	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigtowig	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-blasttopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-blat	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-catdir	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-catuncomment	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainantirepeat	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainfilter	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainmergesort	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainnet	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainprenet	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainsort	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainsplit	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainstitchid	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chainswap	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chaintoaxt	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chaintopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-chaintopslbasic	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-checkagpandfa	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-checkcoveragegaps	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-checkhgfindspec	https://bio.tools/UCSC_Genome_Browser_Utilities
